year,sex,name,n,rank,nation
2015,F,Rionach,4,358,Northern Ireland
2015,F,Scarlet,4,358,Northern Ireland
2015,F,Sofie,4,358,Northern Ireland
2015,F,Sofija,4,358,Northern Ireland
2015,F,Susanna,4,358,Northern Ireland
2015,F,Tess,4,358,Northern Ireland
2015,F,Tia,4,358,Northern Ireland
2015,F,Tiana,4,358,Northern Ireland
2015,F,Una,4,358,Northern Ireland
2015,F,Ursula,4,358,Northern Ireland
2015,F,Vilte,4,358,Northern Ireland
2015,F,Zara-Rose,4,358,Northern Ireland
2015,F,Zofia,4,358,Northern Ireland
2015,F,Abaigh,3,426,Northern Ireland
2015,F,Abbey,3,426,Northern Ireland
2015,F,Addison,3,426,Northern Ireland
2015,F,Aibhlinn,3,426,Northern Ireland
2015,F,Aisha,3,426,Northern Ireland
2015,F,Alesha,3,426,Northern Ireland
2015,F,Allie,3,426,Northern Ireland
2015,F,Amelia-Lily,3,426,Northern Ireland
2015,F,Anais,3,426,Northern Ireland
2015,F,Anastazja,3,426,Northern Ireland
2015,F,Annabella,3,426,Northern Ireland
2015,F,Anna-Mae,3,426,Northern Ireland
2015,F,Antonia,3,426,Northern Ireland
2015,F,Avery,3,426,Northern Ireland
2015,F,Ayva,3,426,Northern Ireland
2015,F,Belle,3,426,Northern Ireland
2015,F,Bernadette,3,426,Northern Ireland
2015,F,Brona,3,426,Northern Ireland
2015,F,Casey-Leigh,3,426,Northern Ireland
2015,F,Christina,3,426,Northern Ireland
2015,F,Clare,3,426,Northern Ireland
2015,F,Corina,3,426,Northern Ireland
2015,F,Cuisle,3,426,Northern Ireland
2015,F,Deirbhile,3,426,Northern Ireland
2015,F,Demi,3,426,Northern Ireland
2015,F,Denise,3,426,Northern Ireland
2015,F,Devon,3,426,Northern Ireland
2015,F,Eibhleann,3,426,Northern Ireland
2015,F,Eibhlin,3,426,Northern Ireland
2015,F,Eileen,3,426,Northern Ireland
2015,F,Eilis,3,426,Northern Ireland
2015,F,Eimer,3,426,Northern Ireland
2015,F,Eimhear,3,426,Northern Ireland
2015,F,Elija,3,426,Northern Ireland
2015,F,Ella-Jane,3,426,Northern Ireland
2015,F,Emelie,3,426,Northern Ireland
2015,F,Emilija,3,426,Northern Ireland
2015,F,Emme,3,426,Northern Ireland
2015,F,Emmy,3,426,Northern Ireland
2015,F,Erika,3,426,Northern Ireland
2015,F,Etain,3,426,Northern Ireland
2015,F,Evanna,3,426,Northern Ireland
2015,F,Evelina,3,426,Northern Ireland
2015,F,Gabrielle,3,426,Northern Ireland
2015,F,Hallie,3,426,Northern Ireland
2015,F,Harley,3,426,Northern Ireland
2015,F,Jacinta,3,426,Northern Ireland
2015,F,Jamie,3,426,Northern Ireland
2015,F,Jasmin,3,426,Northern Ireland
2015,F,Jazmine,3,426,Northern Ireland
2015,F,Jenny,3,426,Northern Ireland
2015,F,Jersey,3,426,Northern Ireland
2015,F,Joanna,3,426,Northern Ireland
2015,F,Jorgia,3,426,Northern Ireland
2015,F,Kacie-Leigh,3,426,Northern Ireland
2015,F,Kaia,3,426,Northern Ireland
2015,F,Karolina,3,426,Northern Ireland
2015,F,Katie-Rose,3,426,Northern Ireland
2015,F,Keela,3,426,Northern Ireland
2015,F,Kelsey,3,426,Northern Ireland
2015,F,Kirsten,3,426,Northern Ireland
2015,F,Klaudia,3,426,Northern Ireland
2015,F,Kyna,3,426,Northern Ireland
2015,F,Larissa,3,426,Northern Ireland
2015,F,Leila,3,426,Northern Ireland
2015,F,Lexi-Rose,3,426,Northern Ireland
2015,F,Lillie-Mae,3,426,Northern Ireland
2015,F,Lilly-Rose,3,426,Northern Ireland
2015,F,Lily-Ann,3,426,Northern Ireland
2015,F,Lily-May,3,426,Northern Ireland
2015,F,Luna,3,426,Northern Ireland
2015,F,Madeline,3,426,Northern Ireland
2015,F,Mairead,3,426,Northern Ireland
2015,F,Marie,3,426,Northern Ireland
2015,F,Marilyn,3,426,Northern Ireland
2015,F,Mary-Kate,3,426,Northern Ireland
2015,F,May,3,426,Northern Ireland
2015,F,Mayah,3,426,Northern Ireland
2015,F,Meadow,3,426,Northern Ireland
2015,F,Milah,3,426,Northern Ireland
2015,F,Molly-Rose,3,426,Northern Ireland
2015,F,Moya,3,426,Northern Ireland
2015,F,Myah,3,426,Northern Ireland
2015,F,Naoimh,3,426,Northern Ireland
2015,F,Neala,3,426,Northern Ireland
2015,F,Neasa,3,426,Northern Ireland
2015,F,Nicola,3,426,Northern Ireland
2015,F,Nikola,3,426,Northern Ireland
2015,F,Nola,3,426,Northern Ireland
2015,F,Nuala,3,426,Northern Ireland
2015,F,Nyla,3,426,Northern Ireland
2015,F,Olivia-Rose,3,426,Northern Ireland
2015,F,Pennie,3,426,Northern Ireland
2015,F,Peyton,3,426,Northern Ireland
2015,F,Pixie,3,426,Northern Ireland
2015,F,Poppie,3,426,Northern Ireland
2015,F,Raya,3,426,Northern Ireland
2015,F,Regan,3,426,Northern Ireland
2015,F,Rhia,3,426,Northern Ireland
2015,F,Ria,3,426,Northern Ireland
2015,F,Rioghnach,3,426,Northern Ireland
2015,F,Romy,3,426,Northern Ireland
2015,F,Rubi,3,426,Northern Ireland
2015,F,Shania,3,426,Northern Ireland
2015,F,Shauna,3,426,Northern Ireland
2015,F,Sian,3,426,Northern Ireland
2015,F,Skyla,3,426,Northern Ireland
2015,F,Stevie,3,426,Northern Ireland
2015,F,Suzanne,3,426,Northern Ireland
2015,F,Tabitha,3,426,Northern Ireland
2015,F,Talia,3,426,Northern Ireland
2015,F,Tegan,3,426,Northern Ireland
2015,F,Teja,3,426,Northern Ireland
2015,F,Tierna,3,426,Northern Ireland
2015,F,Tiffany,3,426,Northern Ireland
2015,F,Valentina,3,426,Northern Ireland
2015,F,Vivien,3,426,Northern Ireland
2015,F,Weronika,3,426,Northern Ireland
2015,F,Zoey,3,426,Northern Ireland
2016,F,Emily,237,1,Northern Ireland
2016,F,Grace,198,2,Northern Ireland
2016,F,Olivia,191,3,Northern Ireland
2016,F,Anna,164,4,Northern Ireland
2016,F,Sophie,155,5,Northern Ireland
2016,F,Lily,151,6,Northern Ireland
2016,F,Amelia,150,7,Northern Ireland
2016,F,Ella,142,8,Northern Ireland
2016,F,Ava,136,9,Northern Ireland
2016,F,Sophia,135,10,Northern Ireland
2016,F,Aoife,128,11,Northern Ireland
2016,F,Isla,124,12,Northern Ireland
2016,F,Charlotte,123,13,Northern Ireland
2016,F,Jessica,120,14,Northern Ireland
2016,F,Eva,117,15,Northern Ireland
2016,F,Lucy,107,16,Northern Ireland
2016,F,Ellie,102,17,Northern Ireland
2016,F,Evie,101,18,Northern Ireland
2016,F,Erin,97,19,Northern Ireland
2016,F,Katie,97,19,Northern Ireland
2016,F,Mia,93,21,Northern Ireland
2016,F,Chloe,92,22,Northern Ireland
2016,F,Cara,91,23,Northern Ireland
2016,F,Hannah,84,24,Northern Ireland
2016,F,Emma,83,25,Northern Ireland
2016,F,Niamh,83,25,Northern Ireland
2016,F,Molly,80,27,Northern Ireland
2016,F,Ruby,80,27,Northern Ireland
2016,F,Georgia,79,29,Northern Ireland
2016,F,Scarlett,77,30,Northern Ireland
2016,F,Maisie,73,31,Northern Ireland
2016,F,Sarah,69,32,Northern Ireland
2016,F,Annie,68,33,Northern Ireland
2016,F,Fiadh,67,34,Northern Ireland
2016,F,Freya,65,35,Northern Ireland
2016,F,Leah,61,36,Northern Ireland
2016,F,Rose,57,37,Northern Ireland
2016,F,Isabella,56,38,Northern Ireland
2016,F,Aria,55,39,Northern Ireland
2016,F,Caoimhe,55,39,Northern Ireland
2016,F,Zara,55,39,Northern Ireland
2016,F,Thea,54,42,Northern Ireland
2016,F,Bella,53,43,Northern Ireland
2016,F,Abigail,51,44,Northern Ireland
2016,F,Alice,51,44,Northern Ireland
2016,F,Holly,51,44,Northern Ireland
2016,F,Poppy,50,47,Northern Ireland
2016,F,Hollie,49,48,Northern Ireland
2016,F,Phoebe,48,49,Northern Ireland
2016,F,Zoe,48,49,Northern Ireland
2016,F,Clara,45,51,Northern Ireland
2016,F,Clodagh,45,51,Northern Ireland
2016,F,Faith,45,51,Northern Ireland
2016,F,Sofia,45,51,Northern Ireland
2016,F,Abbie,43,55,Northern Ireland
2016,F,Cora,42,56,Northern Ireland
2016,F,Saoirse,42,56,Northern Ireland
2016,F,Harper,41,58,Northern Ireland
2016,F,Aoibheann,40,59,Northern Ireland
2016,F,Elsie,40,59,Northern Ireland
2016,F,Amy,39,61,Northern Ireland
2016,F,Daisy,39,61,Northern Ireland
2016,F,Darcy,39,61,Northern Ireland
2016,F,Eabha,39,61,Northern Ireland
2016,F,Heidi,39,61,Northern Ireland
2016,F,Rebecca,39,61,Northern Ireland
2016,F,Sienna,38,67,Northern Ireland
2016,F,Layla,37,68,Northern Ireland
2016,F,Mollie,37,68,Northern Ireland
2016,F,Rosie,37,68,Northern Ireland
2016,F,Amber,36,71,Northern Ireland
2016,F,Faye,36,71,Northern Ireland
2016,F,Lola,36,71,Northern Ireland
2016,F,Willow,35,74,Northern Ireland
2016,F,Eve,34,75,Northern Ireland
2016,F,Lottie,34,75,Northern Ireland
2016,F,Eimear,33,77,Northern Ireland
2016,F,Mya,33,77,Northern Ireland
2016,F,Caitlin,32,79,Northern Ireland
2016,F,Cassie,32,79,Northern Ireland
2016,F,Sadie,32,79,Northern Ireland
2016,F,Beth,31,82,Northern Ireland
2016,F,Brooke,31,82,Northern Ireland
2016,F,Maria,31,82,Northern Ireland
2016,F,Meabh,31,82,Northern Ireland
2016,F,Farrah,30,86,Northern Ireland
2016,F,Ivy,30,86,Northern Ireland
2016,F,Gracie,29,88,Northern Ireland
2016,F,Maya,29,88,Northern Ireland
2016,F,Penny,29,88,Northern Ireland
2016,F,Robyn,29,88,Northern Ireland
2016,F,Aimee,28,92,Northern Ireland
2016,F,Bethany,28,92,Northern Ireland
2016,F,Darcie,28,92,Northern Ireland
2016,F,Kate,28,92,Northern Ireland
2016,F,Laura,28,92,Northern Ireland
2016,F,Kayla,27,97,Northern Ireland
2016,F,Martha,27,97,Northern Ireland
2016,F,Ellen,26,99,Northern Ireland
2016,F,Megan,25,100,Northern Ireland
2016,F,Rosa,25,100,Northern Ireland
2016,F,Aine,24,102,Northern Ireland
2016,F,Connie,24,102,Northern Ireland
2016,F,Emilia,24,102,Northern Ireland
2016,F,Fianna,24,102,Northern Ireland
2016,F,Lydia,24,102,Northern Ireland
2016,F,Paige,24,102,Northern Ireland
2016,F,Aoibhe,23,108,Northern Ireland
2016,F,Imogen,23,108,Northern Ireland
2016,F,Lara,23,108,Northern Ireland
2016,F,Mila,23,108,Northern Ireland
2016,F,Darcey,22,112,Northern Ireland
2016,F,Eliza,22,112,Northern Ireland
2016,F,Lucia,22,112,Northern Ireland
2016,F,Mary,22,112,Northern Ireland
2016,F,Orlaith,22,112,Northern Ireland
2016,F,Rachel,22,112,Northern Ireland
2016,F,Eden,21,118,Northern Ireland
2016,F,Lilly,21,118,Northern Ireland
2016,F,Annabelle,20,120,Northern Ireland
2016,F,Lauren,20,120,Northern Ireland
2016,F,Esme,19,122,Northern Ireland
2016,F,Alexandra,18,123,Northern Ireland
2016,F,Bonnie,18,123,Northern Ireland
2016,F,Isabelle,18,123,Northern Ireland
2016,F,Lacey,18,123,Northern Ireland
2016,F,Matilda,18,123,Northern Ireland
2016,F,Saorlaith,18,123,Northern Ireland
2016,F,Casey,17,129,Northern Ireland
2016,F,Elizabeth,17,129,Northern Ireland
2016,F,Evelyn,17,129,Northern Ireland
2016,F,Hanna,17,129,Northern Ireland
2016,F,Lexi,17,129,Northern Ireland
2016,F,Myla,17,129,Northern Ireland
2016,F,Naomi,17,129,Northern Ireland
2016,F,Penelope,17,129,Northern Ireland
2016,F,Ada,16,137,Northern Ireland
2016,F,Alyssa,16,137,Northern Ireland
2016,F,Ariana,16,137,Northern Ireland
2016,F,Arianna,16,137,Northern Ireland
2016,F,Ayla,16,137,Northern Ireland
2016,F,Cadhla,16,137,Northern Ireland
2016,F,Jasmine,16,137,Northern Ireland
2016,F,Julia,16,137,Northern Ireland
2016,F,Lyla,16,137,Northern Ireland
2016,F,Madison,16,137,Northern Ireland
2016,F,Maeve,16,137,Northern Ireland
2016,F,Maggie,16,137,Northern Ireland
2016,F,Maja,16,137,Northern Ireland
2016,F,Victoria,16,137,Northern Ireland
2016,F,Catherine,15,151,Northern Ireland
2016,F,Ella-Rose,15,151,Northern Ireland
2016,F,Lillie,15,151,Northern Ireland
2016,F,Nancy,15,151,Northern Ireland
2016,F,Orla,15,151,Northern Ireland
2016,F,Roise,15,151,Northern Ireland
2016,F,Sara,15,151,Northern Ireland
2016,F,Tilly,15,151,Northern Ireland
2016,F,Emilie,14,159,Northern Ireland
2016,F,Harriet,14,159,Northern Ireland
2016,F,Hope,14,159,Northern Ireland
2016,F,Lena,14,159,Northern Ireland
2016,F,Millie,14,159,Northern Ireland
2016,F,Nina,14,159,Northern Ireland
2016,F,Skye,14,159,Northern Ireland
2016,F,Aaliyah,13,166,Northern Ireland
2016,F,Alexis,13,166,Northern Ireland
2016,F,Florence,13,166,Northern Ireland
2016,F,Lily-Rose,13,166,Northern Ireland
2016,F,Louisa,13,166,Northern Ireland
2016,F,Nevaeh,13,166,Northern Ireland
2016,F,Pippa,13,166,Northern Ireland
2016,F,Priya,13,166,Northern Ireland
2016,F,Shannon,13,166,Northern Ireland
2016,F,Alana,12,175,Northern Ireland
2016,F,Autumn,12,175,Northern Ireland
2016,F,Ciara,12,175,Northern Ireland
2016,F,Cliodhna,12,175,Northern Ireland
2016,F,Edie,12,175,Northern Ireland
2016,F,Eireann,12,175,Northern Ireland
2016,F,Emmie,12,175,Northern Ireland
2016,F,Enya,12,175,Northern Ireland
2016,F,Gabriella,12,175,Northern Ireland
2016,F,Georgie,12,175,Northern Ireland
2016,F,Lucie,12,175,Northern Ireland
2016,F,Macie,12,175,Northern Ireland
2016,F,Maddison,12,175,Northern Ireland
2016,F,Nora,12,175,Northern Ireland
2016,F,Zuzanna,12,175,Northern Ireland
2016,F,Alexa,11,190,Northern Ireland
2016,F,Aoibhinn,11,190,Northern Ireland
2016,F,Callie,11,190,Northern Ireland
2016,F,Eloise,11,190,Northern Ireland
2016,F,Kara,11,190,Northern Ireland
2016,F,Khloe,11,190,Northern Ireland
2016,F,Luna,11,190,Northern Ireland
2016,F,Maisy,11,190,Northern Ireland
2016,F,Quinn,11,190,Northern Ireland
2016,F,Rebekah,11,190,Northern Ireland
2016,F,Savannah,11,190,Northern Ireland
2016,F,Violet,11,190,Northern Ireland
2016,F,Alicja,10,202,Northern Ireland
2016,F,Elena,10,202,Northern Ireland
2016,F,Kyla,10,202,Northern Ireland
2016,F,Lila,10,202,Northern Ireland
2016,F,Maci,10,202,Northern Ireland
2016,F,Nicole,10,202,Northern Ireland
2016,F,Orlagh,10,202,Northern Ireland
2016,F,Rioghnach,10,202,Northern Ireland
2016,F,Tess,10,202,Northern Ireland
2016,F,Alanna,9,211,Northern Ireland
2016,F,Arabella,9,211,Northern Ireland
2016,F,Caragh,9,211,Northern Ireland
2016,F,Carly,9,211,Northern Ireland
2016,F,Cerys,9,211,Northern Ireland
2016,F,Dakota,9,211,Northern Ireland
2016,F,Edith,9,211,Northern Ireland
2016,F,Gabriela,9,211,Northern Ireland
2016,F,Grainne,9,211,Northern Ireland
2016,F,Harley,9,211,Northern Ireland
2016,F,Liliana,9,211,Northern Ireland
2016,F,Maddie,9,211,Northern Ireland
2016,F,Nadia,9,211,Northern Ireland
2016,F,Piper,9,211,Northern Ireland
2016,F,Rhea,9,211,Northern Ireland
2016,F,Riley,9,211,Northern Ireland
2016,F,Tara,9,211,Northern Ireland
2016,F,Teagan,9,211,Northern Ireland
2016,F,Addison,8,229,Northern Ireland
2016,F,Aleksandra,8,229,Northern Ireland
2016,F,Alex,8,229,Northern Ireland
2016,F,April,8,229,Northern Ireland
2016,F,Arya,8,229,Northern Ireland
2016,F,Blaithin,8,229,Northern Ireland
2016,F,Carla,8,229,Northern Ireland
2016,F,Eleanor,8,229,Northern Ireland
2016,F,Emer,8,229,Northern Ireland
2016,F,Iona,8,229,Northern Ireland
2016,F,Jorja,8,229,Northern Ireland
2016,F,Kacie,8,229,Northern Ireland
2016,F,Kaitlyn,8,229,Northern Ireland
2016,F,Keeva,8,229,Northern Ireland
2016,F,Margaret,8,229,Northern Ireland
2016,F,Melissa,8,229,Northern Ireland
2016,F,Miley,8,229,Northern Ireland
2016,F,Morgan,8,229,Northern Ireland
2016,F,Oliwia,8,229,Northern Ireland
2016,F,Ria,8,229,Northern Ireland
2016,F,Summer,8,229,Northern Ireland
2016,F,Taylor,8,229,Northern Ireland
2016,F,Alannah,7,251,Northern Ireland
2016,F,Alicia,7,251,Northern Ireland
2016,F,Alisha,7,251,Northern Ireland
2016,F,Annabel,7,251,Northern Ireland
2016,F,Aurora,7,251,Northern Ireland
2016,F,Charley,7,251,Northern Ireland
2016,F,Cliona,7,251,Northern Ireland
2016,F,Colleen,7,251,Northern Ireland
2016,F,Eirinn,7,251,Northern Ireland
2016,F,Ellie-May,7,251,Northern Ireland
2016,F,Esmee,7,251,Northern Ireland
2016,F,Hallie,7,251,Northern Ireland
2016,F,Jade,7,251,Northern Ireland
2016,F,Kayleigh,7,251,Northern Ireland
2016,F,Leja,7,251,Northern Ireland
2016,F,Lois,7,251,Northern Ireland
2016,F,Minnie,7,251,Northern Ireland
2016,F,Muireann,7,251,Northern Ireland
2016,F,Naoise,7,251,Northern Ireland
2016,F,Natalia,7,251,Northern Ireland
2016,F,Riona,7,251,Northern Ireland
2016,F,Sinead,7,251,Northern Ireland
2016,F,Sorcha,7,251,Northern Ireland
2016,F,Una,7,251,Northern Ireland
2016,F,Zofia,7,251,Northern Ireland
2016,F,Ailbhe,6,276,Northern Ireland
2016,F,Aisling,6,276,Northern Ireland
2016,F,Aleah,6,276,Northern Ireland
2016,F,Amelia-Rose,6,276,Northern Ireland
2016,F,Amelie,6,276,Northern Ireland
2016,F,Ana,6,276,Northern Ireland
2016,F,Aoibh,6,276,Northern Ireland
2016,F,Blathnaid,6,276,Northern Ireland
2016,F,Claudia,6,276,Northern Ireland
2016,F,Courtney,6,276,Northern Ireland
2016,F,Eilidh,6,276,Northern Ireland
2016,F,Francesca,6,276,Northern Ireland
2016,F,Gabrielle,6,276,Northern Ireland
2016,F,Isobel,6,276,Northern Ireland
2016,F,Jessie,6,276,Northern Ireland
2016,F,Joanna,6,276,Northern Ireland
2016,F,Jorgie,6,276,Northern Ireland
2016,F,Kyra,6,276,Northern Ireland
2016,F,Maia,6,276,Northern Ireland
2016,F,May,6,276,Northern Ireland
2016,F,Neve,6,276,Northern Ireland
2016,F,Reeva,6,276,Northern Ireland
2016,F,Rionach,6,276,Northern Ireland
2016,F,Roisin,6,276,Northern Ireland
2016,F,Siofra,6,276,Northern Ireland
2016,F,Skyla,6,276,Northern Ireland
2016,F,Stephanie,6,276,Northern Ireland
2016,F,Tia,6,276,Northern Ireland
2016,F,Tianna,6,276,Northern Ireland
2016,F,Vilte,6,276,Northern Ireland
2016,F,Alesha,5,306,Northern Ireland
2016,F,Alexandria,5,306,Northern Ireland
2016,F,Alivia,5,306,Northern Ireland
2016,F,Aliyah,5,306,Northern Ireland
2016,F,Amira,5,306,Northern Ireland
2016,F,Amirah,5,306,Northern Ireland
2016,F,Angel,5,306,Northern Ireland
2016,F,Ariella,5,306,Northern Ireland
2016,F,Ariya,5,306,Northern Ireland
2016,F,Blake,5,306,Northern Ireland
2016,F,Cait,5,306,Northern Ireland
2016,F,Cleo,5,306,Northern Ireland
2016,F,Cobhlaith,5,306,Northern Ireland
2016,F,Dani,5,306,Northern Ireland
2016,F,Dearbhla,5,306,Northern Ireland
2016,F,Eimhear,5,306,Northern Ireland
2016,F,Eliana,5,306,Northern Ireland
2016,F,Ellie-Mae,5,306,Northern Ireland
2016,F,Hayley,5,306,Northern Ireland
2016,F,Iris,5,306,Northern Ireland
2016,F,Isla-Rose,5,306,Northern Ireland
2016,F,Izabella,5,306,Northern Ireland
2016,F,Jenna,5,306,Northern Ireland
2016,F,Katelyn,5,306,Northern Ireland
2016,F,Lacie,5,306,Northern Ireland
2016,F,Lexie,5,306,Northern Ireland
2016,F,Mary-Kate,5,306,Northern Ireland
2016,F,Meghan,5,306,Northern Ireland
2016,F,Melanie,5,306,Northern Ireland
2016,F,Miya,5,306,Northern Ireland
2016,F,Neala,5,306,Northern Ireland
2016,F,Nicola,5,306,Northern Ireland
2016,F,Nola,5,306,Northern Ireland
2016,F,Oonagh,5,306,Northern Ireland
2016,F,Peyton,5,306,Northern Ireland
2016,F,Raina,5,306,Northern Ireland
2016,F,Saerlaith,5,306,Northern Ireland
2016,F,Samantha,5,306,Northern Ireland
2016,F,Scarlet,5,306,Northern Ireland
2016,F,Skylar,5,306,Northern Ireland
2016,F,Stella,5,306,Northern Ireland
2016,F,Susannah,5,306,Northern Ireland
2016,F,Tiana,5,306,Northern Ireland
2016,F,Tillie,5,306,Northern Ireland
2016,F,Valentina,5,306,Northern Ireland
2016,F,Vanessa,5,306,Northern Ireland
2016,F,Zoey,5,306,Northern Ireland
2016,F,Abbey,4,353,Northern Ireland
2016,F,Abi,4,353,Northern Ireland
2016,F,Adrianna,4,353,Northern Ireland
2016,F,Agnes,4,353,Northern Ireland
2016,F,Aibhlinn,4,353,Northern Ireland
2016,F,Aida,4,353,Northern Ireland
2016,F,Aislinn,4,353,Northern Ireland
2016,F,Alexia,4,353,Northern Ireland
2016,F,Alisa,4,353,Northern Ireland
2016,F,Amara,4,353,Northern Ireland
2016,F,Amelia-Lily,4,353,Northern Ireland
2016,F,Anais,4,353,Northern Ireland
2016,F,Anastasia,4,353,Northern Ireland
2016,F,Annalise,4,353,Northern Ireland
2016,F,Antonia,4,353,Northern Ireland
2016,F,Ariah,4,353,Northern Ireland
2016,F,Ava-Grace,4,353,Northern Ireland
2016,F,Ava-Rose,4,353,Northern Ireland
2016,F,Bobbi,4,353,Northern Ireland
2016,F,Brianna,4,353,Northern Ireland
2016,F,Bridget,4,353,Northern Ireland
2016,F,Bronagh,4,353,Northern Ireland
2016,F,Cali,4,353,Northern Ireland
2016,F,Ceala,4,353,Northern Ireland
2016,F,Charlie,4,353,Northern Ireland
2016,F,Christina,4,353,Northern Ireland
2016,F,Constance,4,353,Northern Ireland
2016,F,Diana,4,353,Northern Ireland
2016,F,Eibhlin,4,353,Northern Ireland
2016,F,Eilis,4,353,Northern Ireland
2016,F,Elle,4,353,Northern Ireland
2016,F,Ellie-Rose,4,353,Northern Ireland
2016,F,Evangeline,4,353,Northern Ireland
2016,F,Farah,4,353,Northern Ireland
2016,F,Fia,4,353,Northern Ireland
2016,F,Freya-Rose,4,353,Northern Ireland
2016,F,Gemma,4,353,Northern Ireland
2016,F,Hailey,4,353,Northern Ireland
2016,F,Harlow,4,353,Northern Ireland
2016,F,Isabel,4,353,Northern Ireland
2016,F,Izzy,4,353,Northern Ireland
2016,F,Jane,4,353,Northern Ireland
2016,F,Jennifer,4,353,Northern Ireland
2016,F,Jodie,4,353,Northern Ireland
2016,F,Jorgia,4,353,Northern Ireland
2016,F,Josephine,4,353,Northern Ireland
2016,F,Katherine,4,353,Northern Ireland
2016,F,Kathleen,4,353,Northern Ireland
2016,F,Kathryn,4,353,Northern Ireland
2016,F,Kelsey,4,353,Northern Ireland
2016,F,Kendall,4,353,Northern Ireland
2016,F,Kenzie,4,353,Northern Ireland
2016,F,Kianna,4,353,Northern Ireland
2016,F,Kiara,4,353,Northern Ireland
2016,F,Kiera,4,353,Northern Ireland
2016,F,Lainey,4,353,Northern Ireland
2016,F,Lana,4,353,Northern Ireland
2016,F,Leela,4,353,Northern Ireland
2016,F,Leila,4,353,Northern Ireland
2016,F,Libby,4,353,Northern Ireland
2016,F,Lilah,4,353,Northern Ireland
2016,F,Lily-May,4,353,Northern Ireland
2016,F,Lori,4,353,Northern Ireland
2016,F,Louise,4,353,Northern Ireland
2016,F,Macy,4,353,Northern Ireland
2016,F,Mae,4,353,Northern Ireland
2016,F,Maebh,4,353,Northern Ireland
2016,F,Marianna,4,353,Northern Ireland
2016,F,Marlee,4,353,Northern Ireland
2016,F,Martyna,4,353,Northern Ireland
2016,F,Melisa,4,353,Northern Ireland
2016,F,Meredith,4,353,Northern Ireland
2016,F,Nikola,4,353,Northern Ireland
2016,F,Norah,4,353,Northern Ireland
2016,F,Paisley,4,353,Northern Ireland
2016,F,Pola,4,353,Northern Ireland
2016,F,Poppie,4,353,Northern Ireland
2016,F,Rachael,4,353,Northern Ireland
2016,F,Radha,4,353,Northern Ireland
2016,F,Rionagh,4,353,Northern Ireland
2016,F,Ruth,4,353,Northern Ireland
2016,F,Samanta,4,353,Northern Ireland
2016,F,Seren,4,353,Northern Ireland
2016,F,Sofija,4,353,Northern Ireland
2016,F,Tabitha,4,353,Northern Ireland
2016,F,Tessa,4,353,Northern Ireland
2016,F,Yasmin,4,353,Northern Ireland
2016,F,Abaigh,3,440,Northern Ireland
2016,F,Abbie-Rose,3,440,Northern Ireland
2016,F,Abby,3,440,Northern Ireland
2016,F,Ailbe,3,440,Northern Ireland
2016,F,Alba,3,440,Northern Ireland
2016,F,Alia,3,440,Northern Ireland
2016,F,Allie,3,440,Northern Ireland
2016,F,Amanda,3,440,Northern Ireland
2016,F,Amber-Rose,3,440,Northern Ireland
2016,F,Anaya,3,440,Northern Ireland
2016,F,Angelina,3,440,Northern Ireland
2016,F,Anya,3,440,Northern Ireland
2016,F,Aoibhin,3,440,Northern Ireland
2016,F,Ashleigh,3,440,Northern Ireland
2016,F,Athena,3,440,Northern Ireland
2016,F,Aubree,3,440,Northern Ireland
2016,F,Aurelia,3,440,Northern Ireland
2016,F,Aviana,3,440,Northern Ireland
2016,F,Beatrice,3,440,Northern Ireland
2016,F,Bianca,3,440,Northern Ireland
2016,F,Bree,3,440,Northern Ireland
2016,F,Bria,3,440,Northern Ireland
2016,F,Brooklynn,3,440,Northern Ireland
2016,F,Caila,3,440,Northern Ireland
2016,F,Caitriona,3,440,Northern Ireland
2016,F,Calla,3,440,Northern Ireland
2016,F,Carmen,3,440,Northern Ireland
2016,F,Carragh,3,440,Northern Ireland
2016,F,Carrie,3,440,Northern Ireland
2016,F,Cassia,3,440,Northern Ireland
2016,F,Cassidy,3,440,Northern Ireland
2016,F,Cate,3,440,Northern Ireland
2016,F,Charlee,3,440,Northern Ireland
2016,F,Christine,3,440,Northern Ireland
2016,F,Claire,3,440,Northern Ireland
2016,F,Clare,3,440,Northern Ireland
2016,F,Crystal,3,440,Northern Ireland
2016,F,Cuisle,3,440,Northern Ireland
2016,F,Darci,3,440,Northern Ireland
2016,F,Delilah,3,440,Northern Ireland
2016,F,Dolly,3,440,Northern Ireland
2016,F,Eadaoin,3,440,Northern Ireland
2016,F,Egle,3,440,Northern Ireland
2016,F,Eilish,3,440,Northern Ireland
2016,F,Eire,3,440,Northern Ireland
2016,F,Emelie,3,440,Northern Ireland
2016,F,Emilee,3,440,Northern Ireland
2016,F,Emma-Jane,3,440,Northern Ireland
2016,F,Erika,3,440,Northern Ireland
2016,F,Erinn,3,440,Northern Ireland
2016,F,Frances,3,440,Northern Ireland
2016,F,Georgina,3,440,Northern Ireland
2016,F,Goda,3,440,Northern Ireland
2016,F,Harlie,3,440,Northern Ireland
2016,F,Hayden,3,440,Northern Ireland
2016,F,Ida,3,440,Northern Ireland
2016,F,India,3,440,Northern Ireland
2016,F,Isobella,3,440,Northern Ireland
2016,F,Ivie,3,440,Northern Ireland
2016,F,Izabela,3,440,Northern Ireland
2016,F,Jersey,3,440,Northern Ireland
2016,F,Juliette,3,440,Northern Ireland
2016,F,Kaci,3,440,Northern Ireland
